folder,url,phish_category,pred_target,matched_domain,siamese_conf
joinremi.com,https://joinremi.com/am/chinaEMS/china/logistic/intraship/emss.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=kys41111@hanmail.net,1,EMS,['ems.com'],0.94416666
effafrica.org_duplicate,https://effafrica.org/wp-content/redirection/Netflix_update/d6baf65e0b240ce177cf70da146c8dc8/signin.php?country=US-United+States&amp;lang=en,1,Netflix,['netflix.com'],0.9887069
att.jpdmi.com,https://att.jpdmi.com/2019/500255-LP/index.php?acct=915902553,1,AT&T,['att.com'],0.9404306
unionheightsresidental.com,http://unionheightsresidental.com/file,1,Adobe,['adobe.com'],0.9689676
thelegacywb-web-inv.tk,https://thelegacywb-web-inv.tk/adobe/PDF/security/,0,,,0.7781273
reberryllla11.com,http://reberryllla11.com/ama/mazon/amazon/,1,Amazon,"['amazon.com', 'amazon.se', 'amazon.fr']",0.97651815
rangsltdinventory.com,https://rangsltdinventory.com/wp-sales/1/cmd-login=605754a1308a2bdf98ccdc9e2b21f3cd/index.php,1,1&1 Ionos,['ionos.com'],0.96585894
auditorycornelia.com,https://auditorycornelia.com/404.shtml,1,Microsoft,['microsoft.com'],0.9669884
facebook.kangleigeeks.in,http://facebook.kangleigeeks.in/,1,Facebook,['facebook.com'],0.98360133
siffjeddah.com,http://siffjeddah.com/upload/login.alibaba/images/login.htm,0,,,
adobe.com.uhat.tk,https://adobe.com.uhat.tk/rqz0hd4nlv6j/Validation,0,,,0.7829293
auth-owa-77.uc.r.appspot.com,https://auth-owa-77.uc.r.appspot.com/owanew.html,1,Microsoft,['microsoft.com'],0.9292317
35.247.31.95_duplicate,http://35.247.31.95/go/e1eeed8eee13f5554c38a512a/update/complete.php?ip=84.92.134.195,0,Netflix,['netflix.com'],0.9876647
effafrica.org,https://effafrica.org/wp-content/redirection/Netflix_update/706bf9581a8f1747195e5c190835a9bc/signin.php?country=US-United+States&amp;lang=en,1,Netflix,['netflix.com'],0.9887069
passportabaitbacom.000webhostapp.com,https://passportabaitbacom.000webhostapp.com/Ali--S/alibaba/Login.htm,1,Alibaba,"['alibaba.com', 'tanx.com']",0.9475212
smartcloudfiles-2020.nw.r.appspot.com,https://smartcloudfiles-2020.nw.r.appspot.com/index.html,0,Microsoft,['microsoft.com'],0.95293444
www.indataxistnd.com,http://www.indataxistnd.com/wake/Adobe2.php,0,,,0.77573335
toldoselosegui.fr,http://toldoselosegui.fr/Applesuccuresuppport/apple1/id/qplod/login-info-id/uplod/bloked/verify/card.php,1,Apple,"['apple.com', 'icloud.com']",0.95714855
asmonzs.000webhostapp.com,https://asmonzs.000webhostapp.com/ap-login.htm,1,Facebook,['facebook.com'],0.9674819
staging.zoelifespasalon.com,http://staging.zoelifespasalon.com/wp/wp-content/wpp/owa/uvic/uvic.html,1,Microsoft,['microsoft.com'],0.93173164
czystek.net.pl,http://czystek.net.pl/hilfe/blue,0,,,0.72998524
my-type.nichost.ru_duplicate,http://my-type.nichost.ru/includes/www.netflix.com/desktop/conta/inicio119290181912.php?tork=4FENRJ8L4FEN-NO8H-4FENNO8HNO8H-YCIBNO8H,1,Netflix,['netflix.com'],0.98386556
sercarindustriales.cl,http://sercarindustriales.cl/AT/att,1,AT&T,['att.com'],0.89996946
paypal-verification.applmanager.com,http://paypal-verification.applmanager.com/customer_center/user-434651/,1,PayPal,['paypal.com'],0.94690406
diyar.uz,https://diyar.uz/192837560311ocKontaktiert3A2F2F2Fws2FISAPIdllFM2MContact26item3D14276952031426requested3Kundenservice-raiuyyuuft.fmd.html,1,eBay,['befr.ebay.be'],0.96989816
nightvision.tech,http://nightvision.tech/assets/formoid/categories/catalogues/view/show,1,Adobe,['adobe.com'],0.9127443
35.247.31.95,http://35.247.31.95/go/2958ae6ba5e57d755adfa91e9/update/complete.php?ip=103.62.48.227,0,Netflix,['netflix.com'],0.9876647
owawebappv5.nw.r.appspot.com,https://owawebappv5.nw.r.appspot.com/login.php?email_&amp;cas.cloudplatform1.com/owa/auth/logon.aspx?replaceCurrent_1&amp;url_https://cas.cloudplatform1.com/owa,1,Microsoft,['microsoft.com'],0.9292317
bluebonneths-web-doc.cf,https://bluebonneths-web-doc.cf/adobe/email/security,0,,,0.7781273
netflix.support.recovery-mode-vls.com,https://netflix.support.recovery-mode-vls.com/Files/Login.php,1,Netflix,['netflix.com'],0.98502696
froliclee.000webhostapp.com,http://froliclee.000webhostapp.com/,0,,,
f0460516.xsph.ru,http://f0460516.xsph.ru/EMS/ni/emss.php,1,EMS,['ems.com'],0.94416666
news.svnhforum.com,http://news.svnhforum.com/wp-content/plugins/legend/brain/login/,1,1&1 Ionos,['ionos.com'],0.9161162
qedmessaging.net,http://qedmessaging.net/stmark/profiles/lesting/serv/login/login.php,1,PayPal,['paypal.com'],0.94344896
etisalatebills.com,http://etisalatebills.com/ADOBE_YEAR_2017,0,,,0.82189786
fb.com3v.casa,https://fb.com3v.casa/cmd-login=ad90600b0d2ee206a14226ace2fb0cce/?reff=YTA5MWIyZWM0OTU2ZjM2ZTYyNmMzZTcxYmQ2OTQ1Nzg=&urlmoving=946582752,1,Facebook,['facebook.com'],0.98892945
medicalspaskincare.com,https://medicalspaskincare.com/purchase%20order/a/a/a/index-2.html,1,Adobe,['adobe.com'],0.9293225
m-facebook-profile.item4324853.com,https://m-facebook-profile.item4324853.com/jXxJPh6MpS,1,Facebook,['facebook.com'],0.9836318
nmosina.ru,http://nmosina.ru/alibaba/ALIBABA/9ab877e8df0b6e043eab0b5266796a69,1,Alibaba,"['alibaba.com', 'tanx.com']",0.9310446
mustafayedikardes.com.tr,http://mustafayedikardes.com.tr/aspnet_client/web/today_oneD/today_oneD/today_oneD/today_oneD/,0,Microsoft,['microsoft.com'],0.96380687
marketplace-item764533.com,http://marketplace-item764533.com/m.html,1,Facebook,['facebook.com'],0.988883
americaneedsfatima.net,http://americaneedsfatima.net/bridge/bein/net/service/d1712fbb2c934fd85fd0e6f49/complete.php?ip=177.154.139.202,0,Netflix,['netflix.com'],0.9876647
andygagnephotography.com,https://andygagnephotography.com/mazon/33b03/,1,Amazon,"['amazon.com', 'amazon.se', 'amazon.fr']",0.97651815
mh7dkvpu.myutilitydomain.com,http://mh7dkvpu.myutilitydomain.com/auth/c550593453918f32b5435a7a50edd670/confirm.php,1,Bank of America,"['bankofamerica.com', 'merrilledge.com']",0.9751007
sh-sunvvard.com,https://sh-sunvvard.com/china/logistic/intraship/emss.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=expovproductionsnet,1,EMS,['ems.com'],0.94416666
mail.luckyspinpubgs13.eventpubgm11.com,https://mail.luckyspinpubgs13.eventpubgm11.com/login/facebook/,1,Facebook,['facebook.com'],0.9606229
paulmitchellforcongress.com_duplicate,http://paulmitchellforcongress.com/wp-content/languages/login.php?=,0,,,0.7993984
247forrent.com,http://247forrent.com/online/login.alibaba-com/online/login.alibaba/Login.htm,1,Alibaba,"['alibaba.com', 'tanx.com']",0.94280535
login.live.com.office.flagstarbancorp.myshn.net_duplicate,https://login.live.com.office.flagstarbancorp.myshn.net/gls.srf?urlID=MSNPrivacyStatement&mkt=EN-US&vv=1600&uaid=0bba6edf82de4d0488fd3d7255e54bf6,0,Microsoft,['microsoft.com'],0.96774226
linksverified.uk,http://linksverified.uk/www.ebay.co.uk/itm/view/113839488478/,1,eBay,['befr.ebay.be'],0.97191423
c.ksc.ac.kr,http://c.ksc.ac.kr/fu/files/htm/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php,1,Alibaba,"['alibaba.com', 'tanx.com']",0.9580557
cms.bosna-s.ba,http://cms.bosna-s.ba/clients/exception.php,0,,,0.8352951
sopes.dns-cloud.net,http://sopes.dns-cloud.net/com/adope/index.htm,0,,,0.7829293
drobpox-business-sharedcomfiles.000webhostapp.com,http://drobpox-business-sharedcomfiles.000webhostapp.com/files/Dropbox_file,1,Dropbox,['dropbox.com'],0.87108403
docusignsecuredocuadmin.weebly.com,https://docusignsecuredocuadmin.weebly.com/,0,,,0.6847856
eprajournals.org,https://eprajournals.org/secured/workforce/microsoft/index.php,0,Microsoft,['microsoft.com'],0.9346722
junkremovalheroestn.com,http://junkremovalheroestn.com/pdz/,0,,,0.7829293
fb-page-real-estate-id.112101352139706-propertyrentals.com,http://fb-page-real-estate-id.112101352139706-propertyrentals.com/,1,Facebook,['facebook.com'],0.9832494
loreal.oh-wear.com,http://loreal.oh-wear.com/law/Adobe2019,0,Adobe,['adobe.com'],0.96461385
archii.org,https://archii.org/secured/workplace/index.php,0,Microsoft,['microsoft.com'],0.96380687
