Site Folder,url,Multimodal_Decision,Image Phish Score,Image_Decision,Text Phish Score,Text_Decision,Image Features,Text Features,Fused Features
m-secure-facebook.id4546666-listing.com,http://m-secure-facebook.id4546666-listing.com/,phishing,1.0,1,0.51,1,1.00|1.00|0.98|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.51,0.2386|0.2386|0.2346|0.2386|0.2386|0.2386|0.0000|0.1909|0.0004|0.0000|0.0000|0.0000|0.2386|0.0000|0.2386|0.1661|0.0000|0.0000|0.0000|0.1661|0.1661|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0850
www.bossoillwell.com,https://www.bossoillwell.com/good/showmessaget/202,benign,0.6,0,0.2,0,1.00|1.00|0.89|1.00|0.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|0.00|0.00|0.60,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2907|0.2907|0.2599|0.2907|0.0000|0.0000|0.2907|0.2325|0.0003|0.0000|0.0000|0.0000|0.0000|0.0000|0.1744|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
lplatinum.ru,http://lplatinum.ru/includes/class/651/page.php,phishing,1.0,1,0.7,1,1.00|1.00|0.95|1.00|1.00|1.00|0.00|0.80|0.03|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2395|0.2395|0.2273|0.2395|0.2395|0.2395|0.0000|0.1916|0.0062|0.0000|0.0000|0.0000|0.2395|0.0000|0.2395|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
canblog.co.za,http://canblog.co.za/jk/gfilepro/SP12/SP/4CAl5XULIRMFsYEx9S0Pi6zT_7Z2Jr&wbkofO3vDGn1VeHch8BymNtdWaQK/personal.php?loqln=sbmit&id=6098c1092cc982e462f97eb1afde21&session=a17f6e1987a14b16a3c87c4093fb3177,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
truluv.ca,http://truluv.ca/uhuru/No_cap/FBG/,benign,0.0,0,0.41,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4756|0.4756|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1940
upgd.ddns.net,https://upgd.ddns.net/bv/index.php,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0018|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
mail.pubgmobile.pubgevents2020.com,https://mail.pubgmobile.pubgevents2020.com/login/facebook/,phishing,1.0,1,0.7,1,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2262|0.2262|0.2191|0.2262|0.2262|0.2262|0.2262|0.1809|0.0006|0.0000|0.0000|0.0000|0.2262|0.0000|0.2262|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
elmerfortreasurer.org,http://elmerfortreasurer.org/prime/ref=nav_tooltip_redirect/137-2593022-9415216,benign,0.0,0,0.37,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4791|0.0000|0.4791|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1758
petrogulf.com.kw_duplicate,http://petrogulf.com.kw/wp-admin/sharefile/Adobe/Adobe/pdf-cloud-sharing/,phishing,1.0,1,0.41,0,1.00|1.00|0.95|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2395|0.2395|0.2278|0.2395|0.2395|0.2395|0.0000|0.1916|0.0004|0.0000|0.0000|0.0000|0.2395|0.0000|0.2395|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
www.churrascariameinhaus.com.br,http://www.churrascariameinhaus.com.br/novosite/respondi/compte/verifier/Apple.fr/,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0016|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
supercentroelfuerte.com,http://supercentroelfuerte.com/P2Y9ZjEmYW1wO2w9ZSZhbXA7aT0zMDQ2NzQma2V5PTA2Njk4ODM=,phishing,1.0,1,0.2,0,1.00|1.00|0.95|1.00|1.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2547|0.2547|0.2431|0.2547|0.2547|0.0000|0.0000|0.2038|0.0026|0.0000|0.0000|0.0000|0.2547|0.0000|0.2547|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
dropbox.bilgenart.com,http://dropbox.bilgenart.com/374f8469815d864b0a9aa36eec85795f,phishing,1.0,1,0.7,1,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2390|0.2390|0.2313|0.2390|0.2390|0.2390|0.0000|0.1912|0.0025|0.0000|0.0000|0.0000|0.2390|0.0000|0.2390|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
tamilexim.club,https://tamilexim.club/wp-content/plugins/aaaaa/sitekey.go.html,phishing,1.0,1,0.24,0,1.00|1.00|0.95|1.00|1.00|0.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2394|0.2394|0.2284|0.2394|0.2394|0.0000|0.2394|0.1915|0.0013|0.0000|0.0000|0.0000|0.2394|0.0000|0.2394|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
stluciafloral.com,http://stluciafloral.com/wp-includes/SimplePie/Content/Adobe_page.html,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
textlifestylerookiec.gq_duplicate,https://textlifestylerookiec.gq/documenteOview/rvqjseptt66izwsmtj5rwj6k.php,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2259|0.2259|0.2220|0.2259|0.2259|0.2259|0.2259|0.1807|0.0018|0.0000|0.0000|0.0000|0.2259|0.0000|0.2259|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
duiliobozic.000webhostapp.com,http://duiliobozic.000webhostapp.com/,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
fb.com.markeetplace.us,http://fb.com.markeetplace.us/,phishing,1.0,1,1.2,1,1.00|1.00|0.94|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.20,0.2397|0.2397|0.2262|0.2397|0.2397|0.2397|0.0000|0.1917|0.0008|0.0000|0.0000|0.0000|0.2397|0.0000|0.2397|0.1100|0.1100|0.1100|0.1100|0.1100|0.1100|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1320
srisawarakrabi.com,https://srisawarakrabi.com/a/att/index.html,phishing,1.0,1,0.7,1,1.00|1.00|0.90|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2277|0.2277|0.2050|0.2277|0.2277|0.2277|0.2277|0.1822|0.0006|0.0000|0.0000|0.0000|0.2277|0.0000|0.2277|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
login.netflix.self-funding-membership.com,https://login.netflix.self-funding-membership.com/Files/Login.php,phishing,1.0,1,0.37,0,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2258|0.2258|0.2225|0.2258|0.2258|0.2258|0.2258|0.1806|0.0017|0.0000|0.0000|0.0000|0.2258|0.0000|0.2258|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
bluebonneths-web-inv.tk,https://bluebonneths-web-inv.tk/adobe/PDF/security,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0051|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
tuyzg65y4l.projects.webpages.one,https://tuyzg65y4l.projects.webpages.one/,phishing,1.0,1,0.41,0,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2258|0.2258|0.2228|0.2258|0.2258|0.2258|0.2258|0.1806|0.0004|0.0000|0.0000|0.0000|0.2258|0.0000|0.2258|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
vanprint.am,http://vanprint.am/wp-admin/includes/Alibaba.com/Login.htm,phishing,1.0,1,0.24,0,1.00|1.00|0.94|1.00|1.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2553|0.2553|0.2393|0.2553|0.2553|0.0000|0.0000|0.2042|0.0027|0.0000|0.0000|0.0000|0.2553|0.0000|0.2553|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
maciel.med.br,http://maciel.med.br/wp-includes/images/up/form/index.html,phishing,1.0,1,0.2,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.03|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0057|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
cgi.ebay.de.annas.id,http://cgi.ebay.de.annas.id/,phishing,1.0,1,0.47,0,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.47,0.2390|0.2390|0.2318|0.2390|0.2390|0.2390|0.0000|0.1912|0.0009|0.0000|0.0000|0.0000|0.2390|0.0000|0.2390|0.1671|0.0000|0.1671|0.0000|0.1671|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0787
pa-per-doc.ew.r.appspot.com,https://pa-per-doc.ew.r.appspot.com/,phishing,1.0,1,0.2,0,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2261|0.2261|0.2199|0.2261|0.2261|0.2261|0.2261|0.1809|0.0005|0.0000|0.0000|0.0000|0.2261|0.0000|0.2261|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
careeresl.com,http://careeresl.com/adobe/adobe/index.php?email=damon@maxforklift.com,phishing,1.0,1,0.41,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.03|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0056|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
www.adobereader.cloud_duplicate,http://www.adobereader.cloud/docushare/,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
ebay-sellers-promotion.free-listings-starting-today-02.live,https://ebay-sellers-promotion.free-listings-starting-today-02.live/,phishing,1.0,1,0.7,1,1.00|1.00|0.96|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2263|0.2263|0.2183|0.2263|0.2263|0.2263|0.2263|0.1810|0.0015|0.0000|0.0000|0.0000|0.2263|0.0000|0.2263|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
orasasaaoskset.tk,https://orasasaaoskset.tk/__MACOSX/Comingsoon/sec/nsw%202/data/UntitledNotebook1.html?run=login_cmd&statuts=f17ca2c829680ada2fec9fc87bc5f606d91e8feca2b93d75682e1ec28b16a841,benign,0.0,0,0.41,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4756|0.4756|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1940
adobe-docs.000webhostapp.com,https://adobe-docs.000webhostapp.com/,benign,0.0,0,0.41,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4756|0.4756|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1940
www.livingwagenyc.org,http://www.livingwagenyc.org/files/poster/scan/pdfonline,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
signnln-eboy.de,https://signnln-eboy.de/4c1f00cd117e0f1e8e42a646ccb9ffcc.php,phishing,1.0,1,0.37,0,1.00|1.00|0.98|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2260|0.2260|0.2206|0.2260|0.2260|0.2260|0.2260|0.1808|0.0009|0.0000|0.0000|0.0000|0.2260|0.0000|0.2260|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
areczpso.000webhostapp.com,https://areczpso.000webhostapp.com/login.htm,phishing,1.0,1,0.2,0,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2262|0.2262|0.2189|0.2262|0.2262|0.2262|0.2262|0.1810|0.0003|0.0000|0.0000|0.0000|0.2262|0.0000|0.2262|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
thedelaneyseniorliving-web-doc.tk,http://thedelaneyseniorliving-web-doc.tk/adobe/email/security,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0053|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
allpropertyall.com,https://allpropertyall.com/food/BOA/qes.php,phishing,1.0,1,0.87,1,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.87,0.2257|0.2257|0.2237|0.2257|0.2257|0.2257|0.2257|0.1805|0.0023|0.0000|0.0000|0.0000|0.2257|0.0000|0.2257|0.1549|0.1549|0.0000|0.1549|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1343
realestate-agent.page4803184746.com,http://realestate-agent.page4803184746.com/,phishing,1.0,1,1.07,1,1.00|1.00|0.96|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2392|0.2392|0.2298|0.2392|0.2392|0.2392|0.0000|0.1914|0.0003|0.0000|0.0000|0.0000|0.2392|0.0000|0.2392|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
orthotruth.com_duplicate,http://orthotruth.com/wp-content/upgrade/applekeystoreKey6781688ltunesconnectkey8913/login/billingaddress.php,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|0.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2540|0.2540|0.2485|0.2540|0.2540|0.0000|0.0000|0.2032|0.0003|0.0000|0.0000|0.0000|0.2540|0.0000|0.2540|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
bluebonneths-web-doc.ga_duplicate,https://bluebonneths-web-doc.ga/adobe/email/security,phishing,1.0,1,0.7,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0051|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
www.artesacracremona.it,http://www.artesacracremona.it/ionos/login_error.php?session55be87f9ea2228,phishing,1.0,1,0.2,0,1.00|1.00|0.91|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2405|0.2405|0.2195|0.2405|0.2405|0.2405|0.0000|0.1924|0.0009|0.0000|0.0000|0.0000|0.2405|0.0000|0.2405|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
m.g2234.com,http://m.g2234.com/,benign,0.0,0,0.2,0,1.00|0.00|0.72|0.00|0.00|0.00|0.00|0.50|0.01|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4203|0.0000|0.3041|0.0000|0.0000|0.0000|0.0000|0.2102|0.0050|0.0000|0.4203|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
paramounthcla-online-pdf-doc.ml,https://paramounthcla-online-pdf-doc.ml/adobe/pdf/service,phishing,1.0,1,0.82,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0051|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
mail.orthotruth.com,http://mail.orthotruth.com/wp-content/upgrade/applekeystoreKey6781688ltunesconnectkey8913/login/,phishing,1.0,1,0.7,1,1.00|1.00|0.92|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2402|0.2402|0.2215|0.2402|0.2402|0.2402|0.0000|0.1922|0.0012|0.0000|0.0000|0.0000|0.2402|0.0000|0.2402|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
rac3dspbd.com_duplicate,https://rac3dspbd.com/boa/bankofamerica/d46f48c5/overviewshn.php?cmd=_account-details&session=9b4aae7ebdadd7f4f0632e727a4a59dd&dispatch=51c0187cf7908812037f7507a18e0f5f3ccab187,phishing,1.0,1,0.7,1,1.00|1.00|0.88|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2281|0.2281|0.2011|0.2281|0.2281|0.2281|0.2281|0.1825|0.0010|0.0000|0.0000|0.0000|0.2281|0.0000|0.2281|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
